0,2147483647,2147483647,2147483647,2147483647,37,1,47,37,2147483647,32,23,2147483647,2147483647,2147483647,2147483647,34,2147483647,2147483647,2147483647,5,2147483647,1,44,2147483647,50,49,2147483647,11,2147483647,2147483647,11,2147483647,11,29,14,33,4,2147483647,20,40,2147483647,2147483647,2147483647,32,26,21,2147483647,11,34,2147483647,2147483647,3,44,2147483647,6,2147483647,34,2147483647,44,20,2147483647,2147483647,2147483647,27,43,2147483647,31,2147483647,2147483647,2147483647,9,31,25,2147483647,27,2147483647,33,6,2147483647,2147483647,36,4,2147483647,43,2147483647,2147483647,2147483647,2147483647,2147483647,1,5,2147483647,2147483647,2147483647,49,33,12,9,2147483647,7,2147483647,2147483647,34,2147483647,2147483647,2147483647,24,29,21,39,2147483647,15,35,2147483647,45,2147483647,49,44,6,2,30,2147483647,29,35,24,38,2147483647
48,0,2147483647,2147483647,1,15,2147483647,45,2147483647,5,6,2147483647,2147483647,20,5,2147483647,39,2147483647,2147483647,2147483647,2147483647,2147483647,49,2147483647,2147483647,2147483647,5,2147483647,35,2147483647,2147483647,2147483647,13,11,2147483647,50,48,2147483647,2147483647,2147483647,2147483647,11,33,2147483647,2147483647,2147483647,2147483647,8,4,2147483647,9,9,2147483647,2147483647,2147483647,40,20,2147483647,11,2147483647,2147483647,2147483647,2147483647,42,49,2147483647,20,2147483647,2147483647,1,50,2147483647,2147483647,2147483647,2147483647,14,14,2147483647,2147483647,33,32,12,2147483647,7,16,22,2147483647,2147483647,2147483647,3,20,3,30,31,2147483647,2147483647,30,2147483647,38,2147483647,24,50,39,2147483647,21,2147483647,10,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,12,23,8,33,3,2147483647,2147483647,2147483647,8,7,2147483647,45
10,2147483647,0,10,31,2147483647,2147483647,2147483647,30,2147483647,39,46,2147483647,6,2147483647,2147483647,14,17,50,19,37,40,32,40,2147483647,2147483647,20,2147483647,2147483647,2147483647,27,2147483647,2147483647,2147483647,45,35,2147483647,2147483647,2147483647,42,23,2147483647,32,47,2147483647,45,2147483647,36,44,2147483647,23,2147483647,3,2147483647,2147483647,40,38,2147483647,2147483647,25,35,2147483647,2147483647,32,18,26,2147483647,12,43,6,2147483647,2147483647,20,38,48,2147483647,2147483647,2147483647,2147483647,46,2147483647,2147483647,42,30,2147483647,2147483647,2147483647,2147483647,2,2147483647,17,2147483647,2147483647,44,2147483647,2,2147483647,2147483647,32,2147483647,37,26,49,2147483647,2147483647,2147483647,44,2147483647,2147483647,2147483647,3,2147483647,2147483647,12,49,2147483647,12,40,32,45,44,31,2147483647,2147483647,17,28,2147483647,2147483647
2147483647,2147483647,2147483647,0,38,27,13,19,2147483647,2147483647,45,2147483647,2,2147483647,37,2147483647,41,2147483647,36,2147483647,2147483647,2147483647,9,6,2147483647,36,30,2147483647,31,31,2147483647,2147483647,9,2147483647,5,38,44,2147483647,17,39,14,2147483647,8,16,2147483647,16,5,2147483647,13,48,2147483647,2147483647,4,2147483647,14,2147483647,22,26,47,5,2147483647,2147483647,9,49,2,18,2147483647,46,2147483647,31,2147483647,24,2147483647,40,2147483647,2147483647,48,2147483647,2147483647,2147483647,50,46,14,19,2147483647,2147483647,10,2147483647,41,2147483647,2147483647,2147483647,2147483647,13,24,36,23,21,2147483647,2147483647,2147483647,2147483647,21,2147483647,27,6,2147483647,31,34,43,2147483647,32,2147483647,9,46,6,11,9,2147483647,2147483647,2147483647,7,2147483647,16,45,2147483647,42,2147483647
2147483647,15,2147483647,2147483647,0,10,2147483647,16,10,27,45,2147483647,17,2147483647,12,44,30,2147483647,2147483647,32,22,17,2147483647,2147483647,29,43,2147483647,25,1,2147483647,19,2147483647,2147483647,2147483647,49,2147483647,6,2147483647,2147483647,8,31,2147483647,38,13,13,32,13,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,34,2147483647,2147483647,2147483647,41,2147483647,25,2147483647,26,30,30,2147483647,12,14,2147483647,2147483647,16,26,40,2147483647,2147483647,2147483647,2147483647,14,2147483647,2147483647,30,11,34,2147483647,2147483647,40,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,7,7,2147483647,2147483647,31,2147483647,2147483647,24,2147483647,13,2147483647,2147483647,2147483647,27,2147483647,6,18,46,43,2147483647,15,2147483647,2147483647,2147483647,2147483647,2147483647,36,2147483647,2147483647,42,9,2147483647,2147483647,28,2147483647
28,2147483647,4,31,2147483647,0,2147483647,40,2147483647,33,8,2147483647,11,2147483647,47,6,2147483647,24,9,2147483647,2147483647,2147483647,9,15,17,43,17,2147483647,40,2147483647,2147483647,2147483647,21,2147483647,2147483647,50,44,2147483647,2147483647,25,2147483647,10,44,2147483647,17,39,2147483647,2147483647,10,15,2147483647,25,2147483647,2147483647,2147483647,2147483647,27,2147483647,2147483647,25,45,2147483647,2147483647,2147483647,2147483647,6,38,2147483647,20,2147483647,36,2147483647,2147483647,28,2147483647,2147483647,24,34,2147483647,39,24,2147483647,2147483647,2147483647,39,31,10,14,2147483647,2147483647,2147483647,24,2147483647,2147483647,2147483647,30,2147483647,2147483647,2147483647,22,2,2147483647,2147483647,2147483647,2147483647,21,49,2147483647,2147483647,42,2147483647,23,29,16,5,2147483647,27,23,2147483647,17,2147483647,2147483647,41,2147483647,2147483647,45,9,11
2147483647,30,5,2147483647,2147483647,48,0,42,45,2147483647,2147483647,2147483647,6,2147483647,28,2147483647,18,2147483647,2147483647,26,19,9,42,2147483647,28,15,21,36,30,2,40,2147483647,2147483647,2147483647,45,2147483647,3,45,2147483647,2147483647,2147483647,2147483647,17,2147483647,2147483647,33,37,49,2147483647,10,12,8,2147483647,24,2147483647,3,33,2147483647,2147483647,2147483647,5,2147483647,31,2147483647,31,2147483647,2147483647,2147483647,18,2147483647,23,20,2147483647,23,23,38,2147483647,4,2147483647,2147483647,18,11,2147483647,23,33,2147483647,2147483647,2147483647,42,26,2147483647,2147483647,11,36,46,22,34,2147483647,2147483647,2147483647,2,2147483647,2147483647,2147483647,23,28,2147483647,2147483647,15,2147483647,2147483647,2147483647,40,2147483647,2147483647,14,2147483647,14,2147483647,17,5,2147483647,2147483647,16,2147483647,35,2147483647,2
2147483647,7,2147483647,2147483647,2147483647,14,44,0,13,2147483647,2147483647,35,2147483647,3,2147483647,2147483647,2147483647,43,48,37,2147483647,9,2147483647,2147483647,2147483647,16,2147483647,2147483647,2147483647,2147483647,25,2147483647,46,2147483647,1,42,49,2147483647,2147483647,2147483647,2147483647,15,2147483647,48,2147483647,29,19,2147483647,2147483647,50,2147483647,48,2147483647,2147483647,2147483647,2147483647,2147483647,7,9,50,40,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,43,2147483647,2147483647,2147483647,2147483647,2147483647,21,2147483647,2147483647,2147483647,2147483647,2147483647,42,47,2147483647,2147483647,2147483647,2147483647,31,7,2147483647,5,40,2147483647,2147483647,2,39,2147483647,4,2147483647,34,2147483647,32,2147483647,11,2147483647,49,2147483647,17,50,27,22,40,44,2147483647,13,49,2147483647,2147483647,5,34,44,2147483647,2,21,7
48,2147483647,44,2147483647,2147483647,2147483647,2147483647,33,0,45,2147483647,27,2147483647,35,22,34,46,2147483647,1,43,2147483647,2147483647,2147483647,2147483647,32,42,6,45,2147483647,2147483647,23,2147483647,44,11,4,2147483647,2147483647,2147483647,6,16,2147483647,44,46,23,2147483647,15,2147483647,7,2147483647,2147483647,2147483647,44,2147483647,2147483647,38,2147483647,13,2147483647,34,2147483647,24,48,43,39,42,2147483647,2147483647,8,24,14,17,2147483647,2147483647,2147483647,2147483647,2147483647,32,2147483647,2147483647,50,42,2147483647,2147483647,18,27,2147483647,13,2147483647,2147483647,2147483647,49,47,11,43,2147483647,11,2147483647,2147483647,39,2147483647,2147483647,2147483647,2147483647,23,43,44,2147483647,2147483647,2147483647,2147483647,40,2147483647,21,1,2147483647,47,2147483647,44,47,2147483647,2147483647,2147483647,10,2147483647,32,2147483647,24,2147483647
2147483647,16,45,2147483647,42,16,2147483647,2147483647,33,0,2147483647,2147483647,2147483647,35,37,14,2147483647,49,17,44,2147483647,2147483647,22,2147483647,22,2147483647,2147483647,2147483647,2147483647,29,2147483647,2,2147483647,2147483647,33,17,2147483647,31,2147483647,2147483647,2147483647,41,7,3,12,9,2147483647,2147483647,2147483647,2147483647,7,2147483647,29,9,7,2147483647,33,2147483647,10,12,2147483647,2147483647,24,2147483647,12,49,42,2147483647,2147483647,1,2147483647,2147483647,37,28,2147483647,16,2147483647,24,27,29,2147483647,42,2147483647,21,2,2147483647,2147483647,2147483647,2147483647,2147483647,48,2147483647,2147483647,2147483647,2147483647,38,2147483647,32,49,49,2147483647,27,27,2147483647,2147483647,14,34,2147483647,2,2147483647,18,2147483647,42,3,44,2147483647,2147483647,2147483647,2147483647,2147483647,46,2147483647,32,2147483647,2147483647,12,2147483647,2147483647
