0,13,3,14,2147483647,29,8,48,2147483647,2147483647,11,2147483647,2147483647,18,23,2147483647,2,2147483647,2147483647,6,10,2147483647,35,49,6,16,2147483647,2147483647,2147483647,30,22,40,1,2147483647,15,19,12,27,2147483647,14,2147483647,15,2147483647,43,40,2147483647,2147483647,14,2147483647,5,45,14,2147483647,2147483647,2147483647,46,2147483647,2147483647,35,45,49,2147483647,31,2147483647,26,32,6,2147483647,16,2147483647,2147483647,48,2147483647,2147483647,29,15,2147483647,2147483647,45,2147483647,9,2147483647,4,48,2147483647,17,7,3,12,2147483647,2147483647,2147483647,27,27,2147483647,27,14,2147483647,30,38,17,2147483647,2147483647,2147483647,2147483647,34,2147483647,20,2147483647,2147483647,24,12,2147483647,50,45,2147483647,1,21,5,2147483647,8,2147483647,1,2147483647,2147483647,50,9,34,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,16,44,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,12,2147483647,21,2147483647,2147483647,2147483647,7,2147483647,7,2147483647,17,42,12,2147483647,2147483647,47,2147483647,14,36,35,35,2147483647,2147483647,2147483647,41,42,43,32,15,2147483647,2,2147483647,18,13,2147483647,34,2147483647,2147483647,2147483647,2147483647,31,2147483647,40,34,26,2147483647,21,2147483647,2147483647,2147483647,2147483647,13,2147483647,2147483647,19,25,2147483647,8,39,2147483647,28,26,2147483647,2147483647,24,25,2147483647,18,46,2147483647,34,31,10,2147483647,2147483647,48,37,2147483647,20,2147483647,27,2147483647,2147483647,40,14,2147483647,23,30,2147483647,19,11,49,2147483647,24,11,2147483647,2147483647,36,2147483647,2147483647,28,30,17,38,2147483647,2147483647,2147483647,32,30,2147483647,2147483647
2147483647,0,1,26,45,2147483647,36,19,2147483647,2147483647,2147483647,29,29,48,2147483647,23,41,29,2147483647,18,15,2147483647,8,49,2147483647,34,21,2147483647,2147483647,2147483647,26,35,4,9,9,2147483647,6,33,2,7,15,2147483647,18,29,30,2147483647,2147483647,28,12,2147483647,2147483647,32,2147483647,7,44,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,14,19,46,2147483647,2147483647,4,48,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,50,2147483647,2147483647,36,29,23,40,2147483647,2147483647,2147483647,2147483647,16,2147483647,15,2147483647,37,2147483647,2147483647,2147483647,49,2147483647,2147483647,37,2147483647,2147483647,25,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,23,8,2147483647,12,2147483647,31,2147483647,48,50,23,2147483647,30,2147483647,2147483647,13,2147483647,2147483647,20,10,21,9,9,2147483647,2147483647,2147483647,21,2147483647,2147483647,2147483647,2147483647,28,2147483647,13,23,47,25,2147483647,43,2147483647,2147483647,2147483647,2147483647,46,2147483647,2147483647,31,2147483647,35,2147483647,2147483647,11,2147483647,8,40,2147483647,27,10,35,45,48,41,20,2147483647,8,2147483647,41,2147483647,40,49,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,44,2147483647,23,2147483647,28,2147483647,2147483647,2147483647,2147483647,2147483647,35,39,2147483647,10,2147483647,2147483647,40,28,2147483647,44,2147483647,12,20,24,2147483647,10,50,2147483647,18,3,2147483647,2147483647,2147483647,40,2147483647,2147483647,22,2147483647,24,21,22,2147483647,12,2147483647,2147483647,2147483647,48,12,25,41,2147483647,2147483647,4,7,2147483647,2147483647,28,2147483647,12,19,2147483647,23,2147483647,2147483647,40,19,32,47,44,2147483647,2147483647,2147483647,24
2147483647,2147483647,0,17,2147483647,3,40,21,2147483647,23,2147483647,29,2147483647,30,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,37,2147483647,2147483647,2147483647,2147483647,20,30,2147483647,40,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,26,2147483647,2147483647,36,32,2,2147483647,2147483647,2147483647,31,13,2147483647,40,7,2147483647,19,28,2147483647,2147483647,2147483647,2147483647,43,7,2147483647,2147483647,2147483647,50,2147483647,2147483647,23,2147483647,2147483647,2147483647,23,22,2147483647,2147483647,2147483647,2147483647,42,2147483647,2147483647,2147483647,13,41,18,43,42,2147483647,2,20,2147483647,2147483647,18,2147483647,26,2147483647,4,2147483647,2147483647,39,20,2147483647,26,2147483647,2147483647,28,28,2147483647,2147483647,2147483647,2147483647,45,2147483647,2147483647,2147483647,24,32,2147483647,42,15,2147483647,19,2147483647,31,2147483647,2147483647,2147483647,2147483647,2147483647,35,2147483647,31,2147483647,2147483647,2147483647,2147483647,42,46,30,2147483647,2147483647,2147483647,40,20,3,2147483647,22,2147483647,2147483647,2147483647,2147483647,38,2147483647,2147483647,42,9,2147483647,30,1,5,43,2147483647,5,2147483647,2147483647,46,12,6,24,2147483647,2147483647,2147483647,2147483647,2147483647,41,19,2147483647,12,28,2147483647,27,49,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,10,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,7,2147483647,2147483647,25,19,2147483647,2147483647,2147483647,2147483647,2147483647,6,2147483647,2147483647,2147483647,29,18,39,48,34,2147483647,33,2147483647,2147483647,2147483647,2147483647,2147483647,23,10,2147483647,2147483647,2147483647,37,9,11,19,2147483647,2147483647,2147483647,30,2147483647,2147483647,2147483647,16,6,9,2147483647,12,28,45,2147483647,2147483647,17,2147483647,2147483647,2147483647,2147483647,36,2147483647,2147483647,2147483647,8,2147483647,2147483647
11,2147483647,2147483647,0,2147483647,2147483647,2147483647,35,2147483647,42,12,2147483647,10,44,22,12,2147483647,27,2147483647,24,47,4,5,2147483647,2147483647,2147483647,11,34,2147483647,2147483647,2147483647,19,2147483647,50,8,2147483647,2147483647,12,48,2147483647,22,25,7,2147483647,20,1,2147483647,21,24,2147483647,2147483647,41,2147483647,2147483647,48,2147483647,2147483647,2147483647,2147483647,9,2147483647,33,2147483647,32,40,2147483647,2147483647,23,21,2147483647,43,2147483647,32,2147483647,6,19,6,2147483647,45,9,2147483647,2147483647,2147483647,2147483647,6,20,47,2147483647,14,44,2147483647,2147483647,2147483647,14,2147483647,2147483647,2147483647,2147483647,45,28,2147483647,44,20,24,2147483647,3,2147483647,2147483647,2147483647,2147483647,23,15,2147483647,2,36,31,43,2147483647,2147483647,2147483647,1,15,2147483647,18,39,2147483647,47,20,16,2147483647,48,36,30,37,2147483647,41,19,48,2147483647,2147483647,24,43,2147483647,21,41,20,1,2147483647,28,50,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,7,12,33,2147483647,2147483647,14,2147483647,50,12,2147483647,37,2147483647,18,27,31,2147483647,2147483647,1,35,32,2147483647,2147483647,50,2147483647,39,13,2147483647,15,10,18,2147483647,2147483647,2147483647,2147483647,9,2147483647,2147483647,31,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,28,2147483647,2147483647,2147483647,2147483647,19,33,30,2147483647,2147483647,2147483647,8,36,50,2147483647,9,2147483647,2147483647,2147483647,2147483647,11,25,2147483647,2147483647,2147483647,2147483647,22,20,2147483647,2147483647,28,5,2147483647,38,2147483647,50,18,2147483647,29,2147483647,2147483647,26,37,2147483647,46,49,9,2147483647,2147483647,38,2147483647,14,26,2147483647
2147483647,2147483647,2147483647,2147483647,0,10,44,2147483647,2147483647,32,42,2147483647,2147483647,32,2147483647,44,2147483647,48,17,2147483647,2147483647,2147483647,2147483647,46,2147483647,17,2147483647,2147483647,18,1,2147483647,50,2147483647,2147483647,2147483647,2147483647,22,2,19,35,2147483647,11,2147483647,43,2147483647,2147483647,2147483647,2147483647,2147483647,36,2147483647,11,2147483647,39,2147483647,41,5,41,2147483647,38,2147483647,2147483647,2147483647,36,21,38,10,9,2147483647,2147483647,2147483647,43,15,2,47,5,44,2147483647,35,16,2147483647,2147483647,2147483647,13,9,46,2147483647,2147483647,30,2147483647,21,2147483647,2147483647,20,37,48,45,2147483647,2147483647,2,37,5,2147483647,2147483647,2147483647,2147483647,3,19,31,13,2147483647,2147483647,40,2147483647,2147483647,46,28,2147483647,20,20,2147483647,35,2147483647,2147483647,23,5,2147483647,18,29,18,24,3,2147483647,41,2147483647,5,2147483647,2147483647,20,27,32,19,12,16,2147483647,44,2147483647,34,2147483647,2147483647,2,2147483647,12,8,2147483647,46,50,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,15,26,2147483647,2147483647,8,20,2147483647,2147483647,45,2147483647,2147483647,19,48,2147483647,12,12,47,41,2,2147483647,2,2147483647,2147483647,19,2147483647,13,17,2147483647,2147483647,40,37,2147483647,29,19,8,2147483647,14,2147483647,27,41,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,17,1,42,49,20,10,2147483647,30,48,33,50,39,16,2147483647,8,2147483647,2147483647,2147483647,2147483647,9,14,2,40,35,24,4,2147483647,2147483647,44,29,4,4,2147483647,2147483647,2147483647,2147483647,24,22,25,47,30,18
33,7,2147483647,41,4,0,17,43,44,2147483647,2147483647,2,2147483647,49,29,2147483647,2147483647,2147483647,2147483647,50,2147483647,25,15,32,9,2147483647,8,1,2147483647,7,2147483647,21,42,49,10,44,2147483647,29,47,15,2147483647,27,2147483647,26,2147483647,2147483647,24,2147483647,2147483647,2,11,20,2147483647,2147483647,2147483647,27,2147483647,2147483647,2147483647,37,37,2147483647,2147483647,21,28,2147483647,10,25,2147483647,2147483647,1,2147483647,2147483647,36,11,2147483647,2147483647,2147483647,19,2147483647,42,2147483647,2147483647,2147483647,38,2147483647,15,8,2147483647,18,2147483647,43,2147483647,14,1,33,33,2147483647,2147483647,2147483647,2147483647,34,2147483647,2147483647,19,2147483647,15,38,2147483647,4,2147483647,44,2147483647,38,33,1,2147483647,2147483647,2147483647,2147483647,43,9,2147483647,2147483647,11,2147483647,34,5,22,2147483647,19,2147483647,32,47,49,2147483647,23,31,49,9,17,2147483647,33,2147483647,2147483647,14,2147483647,8,35,25,43,2147483647,2147483647,2147483647,29,6,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,34,2147483647,31,2147483647,2147483647,25,7,50,49,12,36,2147483647,2147483647,48,2147483647,2147483647,11,4,2147483647,42,2147483647,2147483647,2147483647,16,20,50,2147483647,2147483647,2147483647,40,2147483647,49,2147483647,2147483647,2147483647,2147483647,39,18,2147483647,13,38,18,2147483647,26,2147483647,2147483647,2147483647,2147483647,1,4,2147483647,2147483647,2147483647,2147483647,47,2147483647,45,35,22,45,35,2147483647,2147483647,11,45,2147483647,2147483647,29,2147483647,2147483647,29,3,40,2147483647,2147483647,2,36,5,2147483647,2147483647,2147483647,2147483647,2147483647,3,16,33,3,42,1
45,2147483647,17,4,8,15,0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,24,2147483647,2147483647,2147483647,2147483647,26,27,2147483647,6,2147483647,2147483647,2,2147483647,2147483647,2147483647,1,2147483647,46,2147483647,49,13,12,16,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,43,47,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,9,40,4,2147483647,2147483647,10,2147483647,2147483647,48,37,15,2147483647,2147483647,24,2147483647,49,12,31,2147483647,10,32,2147483647,2147483647,30,1,2147483647,2147483647,2147483647,46,36,2147483647,35,10,17,50,2147483647,43,43,11,10,2147483647,35,2147483647,17,2147483647,46,23,2147483647,22,2147483647,2147483647,2147483647,4,9,2147483647,37,2147483647,8,49,3,11,2147483647,39,2147483647,2147483647,2147483647,2147483647,2147483647,16,21,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,40,2147483647,2147483647,2147483647,44,1,2147483647,2147483647,42,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,29,2147483647,2147483647,36,2147483647,1,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,24,26,47,2147483647,24,2147483647,2147483647,2147483647,27,47,2147483647,7,23,2147483647,2147483647,2147483647,2147483647,2147483647,13,2147483647,2147483647,2147483647,2147483647,19,34,4,2147483647,41,36,2147483647,32,2147483647,2147483647,2147483647,2147483647,2147483647,40,2147483647,11,2147483647,2147483647,2147483647,40,35,2147483647,35,2147483647,2147483647,31,2147483647,22,2147483647,2147483647,2147483647,20,26,2147483647,4,2147483647,2147483647,2147483647,19,16,37,2147483647,33,2147483647,2147483647,2147483647,6,9,41,37,1,2147483647,48,2147483647,2147483647,2147483647,2147483647,25,45,4,23,2147483647,4,34,17,2147483647,21
36,14,42,44,2147483647,11,8,0,13,2147483647,13,2147483647,2147483647,2147483647,26,32,35,39,38,24,35,49,2147483647,2147483647,2147483647,37,2147483647,26,26,29,2147483647,32,2147483647,31,21,2147483647,2147483647,50,2147483647,2147483647,43,2147483647,6,2147483647,2147483647,10,2147483647,34,46,2147483647,2,29,17,2147483647,46,10,2147483647,13,2147483647,2147483647,45,2147483647,9,2147483647,2147483647,2147483647,2147483647,2147483647,19,2147483647,43,33,21,2147483647,42,2147483647,33,35,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,31,24,2147483647,2147483647,3,25,2147483647,32,5,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,23,2147483647,4,50,2147483647,43,2147483647,27,2147483647,42,2147483647,44,2147483647,39,6,36,14,2147483647,40,2147483647,30,24,42,24,16,15,2147483647,2147483647,2147483647,2147483647,12,2147483647,31,25,2147483647,30,2147483647,2147483647,29,45,27,2147483647,2147483647,2147483647,2147483647,2147483647,46,48,37,48,2147483647,2147483647,2147483647,35,2147483647,2147483647,9,46,46,14,22,14,46,43,2147483647,31,2147483647,16,49,11,2147483647,4,2147483647,27,24,14,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,35,2147483647,2147483647,15,2147483647,2147483647,2147483647,46,2147483647,2147483647,2147483647,2,41,2147483647,2147483647,4,2147483647,50,2147483647,2147483647,7,2147483647,38,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,30,6,3,2147483647,2147483647,2147483647,6,2147483647,43,5,2147483647,4,50,2147483647,20,8,2147483647,15,8,2147483647,10,2147483647,25,2147483647,44,22,34,2147483647,4,37,8,34,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,25,2147483647,43,2147483647,19
2147483647,42,22,19,2147483647,27,43,33,0,47,2147483647,37,30,18,14,30,24,2147483647,37,2147483647,24,50,24,40,2147483647,2147483647,15,6,2147483647,4,2147483647,2147483647,17,2147483647,2147483647,37,25,2147483647,2147483647,2147483647,27,2147483647,29,28,2147483647,2147483647,17,2147483647,2147483647,45,2147483647,2147483647,49,17,2147483647,44,5,44,2147483647,28,35,2147483647,23,24,25,22,44,2147483647,2147483647,27,17,13,17,48,4,25,2147483647,44,2147483647,45,32,39,27,10,2147483647,2147483647,2147483647,2147483647,3,2147483647,6,2147483647,2147483647,2147483647,32,2147483647,32,18,2147483647,7,2147483647,29,2147483647,2147483647,2147483647,34,2147483647,40,2147483647,2147483647,4,2147483647,5,2147483647,2147483647,39,2147483647,2,2147483647,2147483647,2147483647,2147483647,2147483647,22,7,30,9,2147483647,2147483647,25,16,22,2147483647,41,35,16,2147483647,16,3,32,2147483647,2,31,43,36,30,2147483647,2147483647,28,27,25,2147483647,14,2147483647,5,19,2147483647,32,2147483647,32,39,2147483647,29,16,2147483647,2147483647,2147483647,2147483647,10,8,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,26,2147483647,2147483647,2147483647,2147483647,2147483647,8,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,31,36,39,48,2147483647,38,42,2147483647,44,2147483647,2147483647,2147483647,3,39,21,34,48,2147483647,20,50,2147483647,2147483647,2147483647,2147483647,2147483647,4,2147483647,24,1,24,2147483647,2147483647,35,2147483647,2147483647,11,28,2147483647,8,2147483647,2147483647,2147483647,41,41,2147483647,4,25,11,38,2147483647,12,17,2147483647,39,1,29,46,2147483647,4,2147483647,2147483647,9,12,20,2147483647,14,2147483647
2147483647,2147483647,40,26,3,1,2147483647,40,46,0,32,10,2147483647,2147483647,6,2147483647,2147483647,1,24,2147483647,2147483647,2147483647,43,2147483647,43,32,2147483647,37,2147483647,10,2147483647,46,36,35,6,16,26,30,50,13,2147483647,43,42,2147483647,2147483647,34,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,43,36,12,2147483647,45,2147483647,2147483647,20,39,2147483647,50,35,2147483647,2147483647,2147483647,3,2147483647,7,39,43,2,47,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,8,2147483647,2147483647,45,30,26,6,2147483647,2147483647,2147483647,2147483647,2147483647,49,7,10,2147483647,25,2147483647,50,36,2,2147483647,1,48,2147483647,2147483647,36,31,29,39,38,3,2147483647,23,43,13,23,10,9,26,2147483647,2147483647,2147483647,16,2147483647,2147483647,2147483647,2147483647,12,8,25,2147483647,37,2147483647,2147483647,2147483647,15,31,2147483647,19,42,46,16,20,22,15,2147483647,4,2147483647,14,47,2147483647,15,16,46,2147483647,13,38,14,29,2147483647,33,21,2147483647,47,2147483647,2147483647,35,2147483647,23,2147483647,2147483647,2147483647,21,10,2147483647,2147483647,22,35,37,13,2147483647,2147483647,2147483647,28,2147483647,2147483647,46,2147483647,19,31,2147483647,16,24,27,2147483647,2147483647,2147483647,2147483647,43,16,32,2147483647,34,2147483647,2147483647,2147483647,2147483647,27,5,2147483647,48,2147483647,43,18,7,32,31,28,2147483647,20,2147483647,47,2147483647,48,39,2147483647,2147483647,2147483647,2147483647,2147483647,19,2147483647,40,2147483647,24,4,6,2147483647,44,36,49,48,30,2147483647,2147483647,45,32,47,2147483647,33,2147483647,2147483647
