0,2147483647,4,2147483647,2147483647,27,2147483647,27,25,2147483647,27,9,49,2147483647,2147483647,24,35,2147483647,2147483647,42,2147483647,2147483647,2147483647,2147483647,5,2147483647,5,2147483647,2147483647,2147483647,22,2147483647
41,0,2147483647,2147483647,27,2147483647,2147483647,22,2147483647,31,2,2147483647,2147483647,41,2147483647,38,47,2147483647,50,2147483647,16,20,2147483647,30,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,46
2147483647,15,0,2147483647,33,2147483647,44,22,2147483647,19,2147483647,2147483647,2147483647,2147483647,42,10,2147483647,8,2147483647,39,2147483647,40,2147483647,2147483647,7,2147483647,30,45,7,2147483647,2147483647,2147483647
2147483647,38,2147483647,0,6,2147483647,2147483647,2147483647,2147483647,2147483647,31,2147483647,11,30,2147483647,2147483647,2147483647,22,2147483647,2147483647,2147483647,2,30,44,4,2147483647,19,2147483647,2147483647,2147483647,2147483647,24
42,32,2147483647,2147483647,0,2147483647,2147483647,25,49,2147483647,2147483647,39,2147483647,42,40,45,5,24,39,2147483647,25,2147483647,2147483647,2147483647,2147483647,2147483647,26,3,12,36,2147483647,31
33,32,3,2147483647,2147483647,0,19,2,12,6,27,2147483647,29,2147483647,2147483647,44,48,2147483647,2147483647,2147483647,2147483647,28,8,31,2147483647,23,2147483647,2147483647,2147483647,2147483647,49,33
2147483647,19,41,21,43,31,0,48,27,2147483647,2147483647,15,2147483647,42,29,24,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,24,2147483647,2147483647,2147483647,19,2147483647,2147483647,38,31,44
34,2147483647,2147483647,34,2147483647,49,17,0,23,32,17,2147483647,31,17,2147483647,9,27,2147483647,2147483647,2147483647,44,2147483647,10,2147483647,2147483647,41,2147483647,2147483647,2147483647,23,2147483647,23
50,2147483647,2147483647,2147483647,2147483647,23,20,31,0,2147483647,2147483647,48,2147483647,2147483647,2147483647,4,2147483647,31,2147483647,33,41,2147483647,2147483647,48,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,45,46
2147483647,22,31,1,49,2147483647,1,2147483647,2147483647,0,15,2147483647,26,36,2147483647,2,30,39,2,21,2147483647,2147483647,2147483647,29,37,2147483647,2147483647,2147483647,2147483647,2147483647,21,4
34,3,2147483647,26,2147483647,18,42,11,1,2147483647,0,6,39,14,2147483647,12,2147483647,2147483647,2147483647,2147483647,2147483647,31,2147483647,33,14,2147483647,2147483647,2147483647,2147483647,2147483647,11,2147483647
2147483647,33,2147483647,2147483647,28,38,2147483647,2147483647,2147483647,2147483647,2147483647,0,22,13,42,3,2147483647,2147483647,2147483647,2147483647,18,33,41,37,2147483647,31,2147483647,2147483647,10,26,2147483647,27
2147483647,50,2147483647,2147483647,2147483647,7,28,1,2147483647,42,2147483647,47,0,2147483647,33,23,1,2147483647,35,2147483647,2147483647,50,2147483647,35,2147483647,39,2147483647,2147483647,16,2147483647,4,2147483647
2147483647,34,29,2147483647,45,2147483647,34,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,12,12,2147483647,37,50,2147483647,2147483647,2147483647,50,25,41,2147483647,2147483647,2147483647,2147483647,2147483647,6,2147483647
39,2147483647,43,2147483647,13,2147483647,50,2147483647,25,43,8,49,39,39,0,22,2147483647,2147483647,17,2147483647,25,13,2147483647,2147483647,2147483647,9,4,2147483647,2147483647,2147483647,2147483647,2147483647
2147483647,49,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,0,9,25,2147483647,34,25,2147483647,5,2147483647,10,32,2147483647,34,17,11,2147483647,2147483647
2147483647,38,25,16,34,2147483647,2147483647,2147483647,2147483647,43,43,16,26,2147483647,2147483647,49,0,32,2147483647,40,6,2147483647,26,32,25,2147483647,2,33,2147483647,2147483647,4,2147483647
5,2147483647,2147483647,33,1,10,4,35,2147483647,24,21,2147483647,27,33,35,2147483647,2147483647,0,50,46,10,29,1,2147483647,2147483647,2147483647,27,2147483647,45,26,39,2147483647
41,48,1,24,2147483647,2,2147483647,11,2147483647,2147483647,2147483647,13,2147483647,46,2147483647,47,2147483647,2147483647,0,13,9,17,2147483647,2147483647,28,2,14,2147483647,2147483647,45,2147483647,2147483647
2147483647,2147483647,2147483647,23,2147483647,2147483647,2147483647,2147483647,2147483647,28,2147483647,2147483647,2147483647,28,2147483647,29,2147483647,18,2147483647,0,2147483647,32,2147483647,26,2,2147483647,27,42,2147483647,2147483647,2147483647,31
2147483647,50,24,2147483647,2147483647,2147483647,15,11,32,2147483647,2147483647,2147483647,26,2147483647,2147483647,2147483647,2147483647,19,15,2147483647,0,2147483647,2,2147483647,11,28,11,14,2147483647,2147483647,33,33
42,40,37,2147483647,2147483647,30,46,20,31,2147483647,2147483647,26,2147483647,2147483647,31,2147483647,28,12,2147483647,2147483647,2147483647,0,45,35,37,2147483647,14,5,2,34,2147483647,24
2147483647,43,2147483647,2147483647,23,35,2147483647,2,2147483647,28,2147483647,2147483647,2147483647,10,2147483647,5,2147483647,3,49,5,20,8,0,27,39,2147483647,44,2147483647,2147483647,34,2147483647,2147483647
2147483647,2147483647,2147483647,2147483647,47,37,2147483647,2147483647,26,11,2147483647,2147483647,9,2147483647,36,43,2147483647,2147483647,5,2147483647,41,31,20,0,8,28,22,49,47,2147483647,2147483647,12
2147483647,12,1,2147483647,2147483647,2147483647,43,2147483647,2147483647,32,19,28,44,30,2147483647,2147483647,44,19,19,23,2147483647,47,18,11,0,2147483647,2147483647,35,37,2147483647,31,43
26,2147483647,49,13,2147483647,2147483647,2147483647,13,15,2147483647,23,2147483647,10,2147483647,2147483647,2147483647,2147483647,2147483647,8,6,42,6,22,2147483647,2147483647,0,9,2147483647,2,18,32,14
48,2147483647,2147483647,9,2147483647,6,9,2147483647,26,2147483647,2147483647,4,2147483647,2147483647,2147483647,2147483647,25,2147483647,42,2147483647,2147483647,2147483647,13,47,25,2147483647,0,7,35,2147483647,2147483647,34
28,2147483647,47,22,2147483647,46,6,2147483647,45,36,2147483647,19,2147483647,2147483647,22,33,20,2147483647,49,30,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,21,0,2147483647,2147483647,2147483647,2147483647
11,42,18,2147483647,36,18,2147483647,2147483647,2147483647,22,25,43,2147483647,5,32,2147483647,8,13,2147483647,2147483647,46,2147483647,18,2147483647,2147483647,2147483647,2147483647,35,0,15,2147483647,2147483647
2147483647,2147483647,41,13,2147483647,14,2147483647,2147483647,2147483647,2147483647,7,2147483647,2147483647,31,5,2147483647,2147483647,2147483647,2147483647,6,2147483647,2147483647,49,2147483647,32,2147483647,2147483647,2147483647,2147483647,0,2147483647,49
